Website	Category	Rank Change	Avg. Visit Duration	Pages / Visit	Bounce Rate	Fetched From
rizhaosteel.com	Heavy Industry and Engineering > Metals and Mining	14	00:05:44	8.6	11.38%	heavy industry and engineering
mmc.co.jp	Heavy Industry and Engineering > Metals and Mining	1	00:01:35	2.79	45.47%	heavy industry and engineering
mining.com	Heavy Industry and Engineering > Metals and Mining	=	00:01:00	1.74	64.79%	heavy industry and engineering
bhp.com	Heavy Industry and Engineering > Metals and Mining	1	00:03:05	3.26	38.81%	heavy industry and engineering
23met.ru	Heavy Industry and Engineering > Metals and Mining	1	00:05:03	4.03	49.57%	heavy industry and engineering
pgg.pl	Heavy Industry and Engineering > Metals and Mining	8	00:03:37	4.18	31.60%	heavy industry and engineering
haascnc.com	Heavy Industry and Engineering > Metals and Mining	2	00:02:29	3.68	45.64%	heavy industry and engineering
napgp.ru	Heavy Industry and Engineering > Metals and Mining	4	00:03:03	3.33	54.42%	heavy industry and engineering
thyssenkrupp.com	Heavy Industry and Engineering > Metals and Mining	42	00:01:35	3.1	41.02%	heavy industry and engineering
arcelormittal.com	Heavy Industry and Engineering > Metals and Mining	=	00:02:04	2.9	51.47%	heavy industry and engineering
kikakurui.com	Heavy Industry and Engineering > Metals and Mining	4	00:03:15	2.02	59.40%	heavy industry and engineering
etpgpb.ru	Heavy Industry and Engineering > Metals and Mining	4	00:04:26	4.16	48.54%	heavy industry and engineering
tatasteel.com	Heavy Industry and Engineering > Metals and Mining	4	00:03:37	3.81	42.70%	heavy industry and engineering
donaldson.com	Heavy Industry and Engineering > Metals and Mining	3	00:05:09	3.91	41.91%	heavy industry and engineering
hoffmann-group.com	Heavy Industry and Engineering > Metals and Mining	3	00:03:36	9.45	40.06%	heavy industry and engineering
fabricators.ru	Heavy Industry and Engineering > Metals and Mining	=	00:02:05	4.15	43.94%	heavy industry and engineering
coromant.com	Heavy Industry and Engineering > Metals and Mining	2	00:03:41	8.17	42.28%	heavy industry and engineering
severstal.com	Heavy Industry and Engineering > Metals and Mining	5	00:02:42	3.72	46.99%	heavy industry and engineering
lincolnelectric.com	Heavy Industry and Engineering > Metals and Mining	3	00:02:38	3.22	48.29%	heavy industry and engineering
millerwelds.com	Heavy Industry and Engineering > Metals and Mining	2	00:02:05	2.77	48.87%	heavy industry and engineering
metalsupermarkets.com	Heavy Industry and Engineering > Metals and Mining	4	00:02:40	2.58	52.62%	heavy industry and engineering
mc.ru	Heavy Industry and Engineering > Metals and Mining	8	00:06:20	6.31	34.85%	heavy industry and engineering
csc.com.tw	Heavy Industry and Engineering > Metals and Mining	=	00:10:02	7.89	26.21%	heavy industry and engineering
omk.ru	Heavy Industry and Engineering > Metals and Mining	3	00:15:22	16.8	26.65%	heavy industry and engineering
metso.com	Heavy Industry and Engineering > Metals and Mining	2	00:01:24	2.71	46.95%	heavy industry and engineering
nlmk.com	Heavy Industry and Engineering > Metals and Mining	2	00:11:01	8.72	30.29%	heavy industry and engineering
directlot.ru	Heavy Industry and Engineering > Metals and Mining	1	00:06:46	8.59	33.78%	heavy industry and engineering
petrosea.com	Heavy Industry and Engineering > Metals and Mining	332	00:00:53	2.73	16.70%	heavy industry and engineering
stanki.ru	Heavy Industry and Engineering > Metals and Mining	10	00:02:00	3.45	42.32%	heavy industry and engineering
alfalaval.com	Heavy Industry and Engineering > Metals and Mining	1	00:01:50	3.45	44.27%	heavy industry and engineering
sinosteel.com	Heavy Industry and Engineering > Metals and Mining	45	00:00:02	1.86	73.45%	heavy industry and engineering
tender.pro	Heavy Industry and Engineering > Metals and Mining	1	00:04:50	7.64	40.02%	heavy industry and engineering
fleetguard.com	Heavy Industry and Engineering > Metals and Mining	13	00:03:39	4.36	30.74%	heavy industry and engineering
azom.com	Heavy Industry and Engineering > Metals and Mining	4	00:00:52	1.43	63.80%	heavy industry and engineering
andritz.com	Heavy Industry and Engineering > Metals and Mining	9	00:01:33	2.8	46.59%	heavy industry and engineering
mechanicallinesolutions.net	Heavy Industry and Engineering > Metals and Mining	4	00:07:09	4.87	13.18%	heavy industry and engineering
msasafety.com	Heavy Industry and Engineering > Metals and Mining	11	00:01:48	3.09	44.78%	heavy industry and engineering
riotinto.com	Heavy Industry and Engineering > Metals and Mining	8	00:01:44	3.06	39.17%	heavy industry and engineering
angloamerican.com	Heavy Industry and Engineering > Metals and Mining	4	00:11:32	3.59	38.36%	heavy industry and engineering
fabrikant.ru	Heavy Industry and Engineering > Metals and Mining	9	00:10:08	7.17	37.04%	heavy industry and engineering
woodone.co.jp	Heavy Industry and Engineering > Metals and Mining	1	00:03:52	3.06	50.73%	heavy industry and engineering
tnb.com.my	Heavy Industry and Engineering > Waste Water and Environmental	=	00:05:39	4.33	32.48%	heavy industry and engineering
tank-depot.com	Heavy Industry and Engineering > Waste Water and Environmental	=	00:01:27	3.41	45.35%	heavy industry and engineering
ntotank.com	Heavy Industry and Engineering > Waste Water and Environmental	3	00:01:47	2.1	56.52%	heavy industry and engineering
environmental-expert.com	Heavy Industry and Engineering > Waste Water and Environmental	1	00:01:25	2	48.63%	heavy industry and engineering
chimet.co.uk	Heavy Industry and Engineering > Waste Water and Environmental	=	00:07:58	3.85	19.48%	heavy industry and engineering
offshore-mag.com	Heavy Industry and Engineering > Waste Water and Environmental	2	00:01:03	1.79	52.01%	heavy industry and engineering
cleanwaterstore.com	Heavy Industry and Engineering > Waste Water and Environmental	=	00:01:04	1.95	54.70%	heavy industry and engineering
septicsolutions.com	Heavy Industry and Engineering > Waste Water and Environmental	=	00:01:57	2.59	57.26%	heavy industry and engineering
efficiencyvermont.com	Heavy Industry and Engineering > Waste Water and Environmental	5	00:01:54	3.11	46.33%	heavy industry and engineering
dombor.com	Heavy Industry and Engineering > Waste Water and Environmental	1	00:01:10	1.6	46.39%	heavy industry and engineering
envmart.com	Heavy Industry and Engineering > Waste Water and Environmental	4	00:02:59	2.34	40.28%	heavy industry and engineering
flomatic.com	Heavy Industry and Engineering > Waste Water and Environmental	31	00:00:33	1.83	51.01%	heavy industry and engineering
rcworst.com	Heavy Industry and Engineering > Waste Water and Environmental	2	00:01:16	2.17	46.51%	heavy industry and engineering
plastic-mart.com	Heavy Industry and Engineering > Waste Water and Environmental	2	00:02:40	3.27	46.73%	heavy industry and engineering
netsolwater.com	Heavy Industry and Engineering > Waste Water and Environmental	5	00:00:35	1.44	48.09%	heavy industry and engineering
daveywater.com	Heavy Industry and Engineering > Waste Water and Environmental	13	00:00:38	1.98	48.38%	heavy industry and engineering
bobscontainers.com	Heavy Industry and Engineering > Waste Water and Environmental	4	00:02:16	3.15	42.58%	heavy industry and engineering
aquascience.net	Heavy Industry and Engineering > Waste Water and Environmental	=	00:02:49	3.02	52.65%	heavy industry and engineering
aqon-pure.com	Heavy Industry and Engineering > Waste Water and Environmental	=	00:01:07	1.57	63%	heavy industry and engineering
pumper.com	Heavy Industry and Engineering > Waste Water and Environmental	42	00:00:14	1.57	62.47%	heavy industry and engineering
shop.prmfiltration.com	Heavy Industry and Engineering > Waste Water and Environmental	4	00:04:31	4.46	51.40%	heavy industry and engineering
rainharvest.com	Heavy Industry and Engineering > Waste Water and Environmental	3	00:02:37	3.98	46.41%	heavy industry and engineering
radonaway.com	Heavy Industry and Engineering > Waste Water and Environmental	24	00:01:41	2.27	56.31%	heavy industry and engineering
naturalwaterscapes.com	Heavy Industry and Engineering > Waste Water and Environmental	3	00:01:20	1.88	59.47%	heavy industry and engineering
vertexeng.com	Heavy Industry and Engineering > Waste Water and Environmental	5	00:01:20	1.73	54.90%	heavy industry and engineering
utility-technologies.myshopify.com	Heavy Industry and Engineering > Waste Water and Environmental	9	00:00:20	1.12	90.24%	heavy industry and engineering
pinchin.com	Heavy Industry and Engineering > Waste Water and Environmental	4	00:00:31	1.61	42.99%	heavy industry and engineering
hazenandsawyer.sharepoint.com	Heavy Industry and Engineering > Waste Water and Environmental	24	00:05:59	9.19	40.44%	heavy industry and engineering
sklep-instalgrunt.pl	Heavy Industry and Engineering > Waste Water and Environmental	19	00:00:50	3.61	52.31%	heavy industry and engineering
syrius.hu	Heavy Industry and Engineering > Waste Water and Environmental	61	00:03:55	1.93	54.93%	heavy industry and engineering
hupshenghardware.com	Heavy Industry and Engineering > Waste Water and Environmental	15	00:00:37	2.57	32.37%	heavy industry and engineering
royaleijkelkamp.com	Heavy Industry and Engineering > Waste Water and Environmental	8	00:00:31	1.83	44.28%	heavy industry and engineering
shop.rpssolarpumps.com	Heavy Industry and Engineering > Waste Water and Environmental	11	00:00:51	2.3	71.09%	heavy industry and engineering
septic.com	Heavy Industry and Engineering > Waste Water and Environmental	7	00:00:20	1.79	67.02%	heavy industry and engineering
westlakepipe.com	Heavy Industry and Engineering > Waste Water and Environmental	7	00:01:05	1.69	52.93%	heavy industry and engineering
domiwoda.pl	Heavy Industry and Engineering > Waste Water and Environmental	13	00:02:42	1.82	64.66%	heavy industry and engineering
energie-zentralschweiz.ch	Heavy Industry and Engineering > Waste Water and Environmental	23	00:01:29	2.97	55.55%	heavy industry and engineering
mkhardware.com.my	Heavy Industry and Engineering > Waste Water and Environmental	=	00:01:34	2.36	44.42%	heavy industry and engineering
minergie.ch	Heavy Industry and Engineering > Waste Water and Environmental	5	00:01:27	2.4	32.91%	heavy industry and engineering
enviroequipment.com	Heavy Industry and Engineering > Waste Water and Environmental	=	00:06:35	5.56	27%	heavy industry and engineering
acandb.com	Heavy Industry and Engineering > Waste Water and Environmental	15	00:00:50	2.1	56.56%	heavy industry and engineering
puroclean.ca	Heavy Industry and Engineering > Waste Water and Environmental	16	00:02:41	2.29	39.81%	heavy industry and engineering
pine-environmental.com	Heavy Industry and Engineering > Waste Water and Environmental	7	00:01:48	4.19	48.59%	heavy industry and engineering
enduramaxx.co.uk	Heavy Industry and Engineering > Waste Water and Environmental	21	00:00:50	2.41	47.78%	heavy industry and engineering
pentair.eu	Heavy Industry and Engineering > Waste Water and Environmental	10	00:01:46	3.02	37.19%	heavy industry and engineering
worldwaterreserve.com	Heavy Industry and Engineering > Waste Water and Environmental	19	00:00:21	1.52	52.30%	heavy industry and engineering
erneuerbarheizen.ch	Heavy Industry and Engineering > Waste Water and Environmental	67	00:03:48	3.55	30.90%	heavy industry and engineering
rgf.com	Heavy Industry and Engineering > Waste Water and Environmental	2	00:00:55	1.69	53.78%	heavy industry and engineering
ccmua.org	Heavy Industry and Engineering > Waste Water and Environmental	28	00:01:28	1.85	43.09%	heavy industry and engineering
muqawlat.com	Heavy Industry and Engineering > Waste Water and Environmental	18	00:06:15	3.21	41.60%	heavy industry and engineering
ancestry.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:13:26	22.35	36.14%	hobbies and leisure
familysearch.org	Hobbies and Leisure > Ancestry and Genealogy	=	00:12:27	18.24	27.84%	hobbies and leisure
myheritage.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:05:46	9.31	43.82%	hobbies and leisure
geneanet.org	Hobbies and Leisure > Ancestry and Genealogy	=	00:11:37	15.94	40.53%	hobbies and leisure
23andme.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:04:13	6.25	32.08%	hobbies and leisure
ancestry.co.uk	Hobbies and Leisure > Ancestry and Genealogy	=	00:15:59	23.73	28.82%	hobbies and leisure
geni.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:08:04	10.2	40.79%	hobbies and leisure
wikitree.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:07:38	7.93	37.22%	hobbies and leisure
ancestry.com.au	Hobbies and Leisure > Ancestry and Genealogy	1	00:13:20	22.35	29.71%	hobbies and leisure
ancestry.ca	Hobbies and Leisure > Ancestry and Genealogy	1	00:14:33	23.73	32.25%	hobbies and leisure
findmypast.co.uk	Hobbies and Leisure > Ancestry and Genealogy	=	00:10:54	18.02	29.66%	hobbies and leisure
myheritage.fr	Hobbies and Leisure > Ancestry and Genealogy	1	00:06:09	9.24	35.40%	hobbies and leisure
familytreedna.com	Hobbies and Leisure > Ancestry and Genealogy	1	00:04:27	6.42	35.73%	hobbies and leisure
filae.com	Hobbies and Leisure > Ancestry and Genealogy	1	00:08:17	14.49	33.77%	hobbies and leisure
myheritage.de	Hobbies and Leisure > Ancestry and Genealogy	1	00:09:11	13.3	42.35%	hobbies and leisure
myheritage.es	Hobbies and Leisure > Ancestry and Genealogy	2	00:04:19	6.77	35.87%	hobbies and leisure
genomelink.io	Hobbies and Leisure > Ancestry and Genealogy	=	00:01:55	4	39.30%	hobbies and leisure
ancestry.de	Hobbies and Leisure > Ancestry and Genealogy	1	00:12:20	15.84	29.09%	hobbies and leisure
houseofnames.com	Hobbies and Leisure > Ancestry and Genealogy	1	00:01:17	1.85	59.94%	hobbies and leisure
genealodzy.pl	Hobbies and Leisure > Ancestry and Genealogy	6	00:09:53	16.03	22.07%	hobbies and leisure
rootsweb.com	Hobbies and Leisure > Ancestry and Genealogy	3	00:02:26	3.01	56.19%	hobbies and leisure
vgd.ru	Hobbies and Leisure > Ancestry and Genealogy	1	00:06:01	6.41	40.54%	hobbies and leisure
grobonet.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:04:44	7.11	37.84%	hobbies and leisure
nomorigine.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:00:23	1.4	67.06%	hobbies and leisure
historicengland.org.uk	Hobbies and Leisure > Ancestry and Genealogy	=	00:02:24	2.85	54.12%	hobbies and leisure
archives.com	Hobbies and Leisure > Ancestry and Genealogy	3	00:02:50	5.24	35.30%	hobbies and leisure
genealogybank.com	Hobbies and Leisure > Ancestry and Genealogy	5	00:07:19	6.82	31.80%	hobbies and leisure
findmypast.com	Hobbies and Leisure > Ancestry and Genealogy	1	00:03:34	5.12	50.57%	hobbies and leisure
myheritage.pl	Hobbies and Leisure > Ancestry and Genealogy	2	00:07:21	10.42	31.10%	hobbies and leisure
myheritage.se	Hobbies and Leisure > Ancestry and Genealogy	6	00:04:57	7.78	39.25%	hobbies and leisure
genealogy.net	Hobbies and Leisure > Ancestry and Genealogy	2	00:08:42	8.67	38.47%	hobbies and leisure
familyecho.com	Hobbies and Leisure > Ancestry and Genealogy	=	00:03:09	4.08	49.52%	hobbies and leisure
myheritage.nl	Hobbies and Leisure > Ancestry and Genealogy	5	00:06:20	9.31	44.64%	hobbies and leisure
afdoede.dk	Hobbies and Leisure > Ancestry and Genealogy	4	00:01:44	4.09	39.90%	hobbies and leisure
cognomix.it	Hobbies and Leisure > Ancestry and Genealogy	1	00:01:38	3.57	31.92%	hobbies and leisure
digitalarkivet.no	Hobbies and Leisure > Ancestry and Genealogy	1	00:15:05	27.55	30.24%	hobbies and leisure
myheritage.fi	Hobbies and Leisure > Ancestry and Genealogy	2	00:08:25	10.72	45.77%	hobbies and leisure
deces-en-france.fr	Hobbies and Leisure > Ancestry and Genealogy	20	00:02:31	8.1	16.95%	hobbies and leisure
newspaperarchive.com	Hobbies and Leisure > Ancestry and Genealogy	1	00:04:30	6.06	41.32%	hobbies and leisure
myheritage.it	Hobbies and Leisure > Ancestry and Genealogy	1	00:06:40	8.38	34.02%	hobbies and leisure
myheritage.com.br	Hobbies and Leisure > Ancestry and Genealogy	4	00:05:12	5.68	46.26%	hobbies and leisure
freebmd.org.uk	Hobbies and Leisure > Ancestry and Genealogy	6	00:09:37	7.88	30.01%	hobbies and leisure
kino-o-voine.cc	Hobbies and Leisure > Ancestry and Genealogy	2	00:00:53	1.53	67.69%	hobbies and leisure
hmdb.org	Hobbies and Leisure > Ancestry and Genealogy	1	00:01:27	2.61	54.76%	hobbies and leisure
genealog.cl	Hobbies and Leisure > Ancestry and Genealogy	3	00:02:09	2.34	45.60%	hobbies and leisure
fold3.com	Hobbies and Leisure > Ancestry and Genealogy	6	00:07:36	9.09	36.56%	hobbies and leisure
szukajwarchiwach.gov.pl	Hobbies and Leisure > Ancestry and Genealogy	6	00:09:21	9.08	32.50%	hobbies and leisure
scotlandspeople.gov.uk	Hobbies and Leisure > Ancestry and Genealogy	3	00:14:29	16.6	25.45%	hobbies and leisure
genealogieonline.nl	Hobbies and Leisure > Ancestry and Genealogy	=	00:05:39	6.02	43.26%	hobbies and leisure
myheritage.dk	Hobbies and Leisure > Ancestry and Genealogy	3	00:05:29	8.91	41.07%	hobbies and leisure
todocoleccion.net	Hobbies and Leisure > Antiques and Collectibles	=	00:06:25	11.63	41.61%	hobbies and leisure
apmex.com	Hobbies and Leisure > Antiques and Collectibles	=	00:02:59	3.79	53.33%	hobbies and leisure
worthpoint.com	Hobbies and Leisure > Antiques and Collectibles	=	00:01:42	3.58	56.12%	hobbies and leisure
brickset.com	Hobbies and Leisure > Antiques and Collectibles	=	00:02:49	3.85	45%	hobbies and leisure
jmbullion.com	Hobbies and Leisure > Antiques and Collectibles	1	00:02:51	3.25	57.15%	hobbies and leisure
psacard.com	Hobbies and Leisure > Antiques and Collectibles	1	00:04:38	4.38	38.68%	hobbies and leisure
sdbullion.com	Hobbies and Leisure > Antiques and Collectibles	=	00:03:10	3.88	57.91%	hobbies and leisure
ucoin.net	Hobbies and Leisure > Antiques and Collectibles	=	00:06:35	9.65	38.49%	hobbies and leisure
usmint.gov	Hobbies and Leisure > Antiques and Collectibles	=	00:02:02	3.16	48.14%	hobbies and leisure
postcrossing.com	Hobbies and Leisure > Antiques and Collectibles	3	00:08:39	12.04	28.57%	hobbies and leisure
numista.com	Hobbies and Leisure > Antiques and Collectibles	1	00:05:23	5.48	49.50%	hobbies and leisure
mutualart.com	Hobbies and Leisure > Antiques and Collectibles	=	00:01:43	2.59	46.48%	hobbies and leisure
ngccoin.com	Hobbies and Leisure > Antiques and Collectibles	2	00:03:14	3.39	50.38%	hobbies and leisure
comc.com	Hobbies and Leisure > Antiques and Collectibles	=	00:09:41	11.45	29.55%	hobbies and leisure
bradfordexchange.com	Hobbies and Leisure > Antiques and Collectibles	1	00:02:09	2.92	54.30%	hobbies and leisure
pcgs.com	Hobbies and Leisure > Antiques and Collectibles	1	00:04:44	3.82	43.30%	hobbies and leisure
royalmint.com	Hobbies and Leisure > Antiques and Collectibles	=	00:02:21	3.52	49.19%	hobbies and leisure
monetnik.ru	Hobbies and Leisure > Antiques and Collectibles	2	00:02:51	3.85	44.98%	hobbies and leisure
tcdb.com	Hobbies and Leisure > Antiques and Collectibles	1	00:06:55	17.3	30.26%	hobbies and leisure
collectors.com	Hobbies and Leisure > Antiques and Collectibles	1	00:02:33	3.95	44.56%	hobbies and leisure
rubylane.com	Hobbies and Leisure > Antiques and Collectibles	2	00:03:01	4.67	46.46%	hobbies and leisure
radiomuseum.org	Hobbies and Leisure > Antiques and Collectibles	2	00:02:01	2.47	52.71%	hobbies and leisure
colnect.com	Hobbies and Leisure > Antiques and Collectibles	=	00:07:45	13.33	37.81%	hobbies and leisure
lotuseaters.com	Hobbies and Leisure > Antiques and Collectibles	1	00:06:56	3.27	40.78%	hobbies and leisure
lofty.com	Hobbies and Leisure > Antiques and Collectibles	4	00:07:15	6.24	43.41%	hobbies and leisure
bidspirit.com	Hobbies and Leisure > Antiques and Collectibles	4	00:07:36	7.77	29.47%	hobbies and leisure
messicks.com	Hobbies and Leisure > Antiques and Collectibles	1	00:03:35	3.64	45.72%	hobbies and leisure
kettner-edelmetalle.de	Hobbies and Leisure > Antiques and Collectibles	8	00:02:00	2.44	58.93%	hobbies and leisure
paniniamerica.net	Hobbies and Leisure > Antiques and Collectibles	2	00:02:07	3.3	44.82%	hobbies and leisure
coinapps.com	Hobbies and Leisure > Antiques and Collectibles	13	00:05:55	2.85	52.53%	hobbies and leisure
horlogeforum.nl	Hobbies and Leisure > Antiques and Collectibles	3	00:07:49	11.74	24.49%	hobbies and leisure
bullionexchanges.com	Hobbies and Leisure > Antiques and Collectibles	8	00:01:55	2.34	54.81%	hobbies and leisure
littletoncoin.com	Hobbies and Leisure > Antiques and Collectibles	3	00:03:08	3.14	65.20%	hobbies and leisure
westminstercollection.com	Hobbies and Leisure > Antiques and Collectibles	1	00:02:49	5.37	51.30%	hobbies and leisure
preservegold.com	Hobbies and Leisure > Antiques and Collectibles	6	00:00:41	1.24	85.19%	hobbies and leisure
picryl.com	Hobbies and Leisure > Antiques and Collectibles	2	00:01:39	2.95	49.98%	hobbies and leisure
hobbydb.com	Hobbies and Leisure > Antiques and Collectibles	6	00:02:22	4.7	42.34%	hobbies and leisure
mdm.de	Hobbies and Leisure > Antiques and Collectibles	5	00:01:32	2.39	60.84%	hobbies and leisure
fnmt.es	Hobbies and Leisure > Antiques and Collectibles	5	00:04:04	3.22	47.92%	hobbies and leisure
coinvaluechecker.com	Hobbies and Leisure > Antiques and Collectibles	35	00:02:23	1.94	63.68%	hobbies and leisure
onebid.pl	Hobbies and Leisure > Antiques and Collectibles	18	00:03:58	8.48	27.07%	hobbies and leisure
coinscan.com	Hobbies and Leisure > Antiques and Collectibles	5	00:00:54	1.57	53.14%	hobbies and leisure
hipstamp.com	Hobbies and Leisure > Antiques and Collectibles	2	00:08:26	9.8	32.67%	hobbies and leisure
mennica.com.pl	Hobbies and Leisure > Antiques and Collectibles	3	00:01:12	3.17	29.47%	hobbies and leisure
yy11.com	Hobbies and Leisure > Antiques and Collectibles	6	00:01:31	6.61	22.90%	hobbies and leisure
belklad.by	Hobbies and Leisure > Antiques and Collectibles	2,774	00:15:19	13.83	5.43%	hobbies and leisure
monnaiedeparis.fr	Hobbies and Leisure > Antiques and Collectibles	17	00:03:04	5.5	43.35%	hobbies and leisure
stampworld.com	Hobbies and Leisure > Antiques and Collectibles	4	00:08:39	12.01	32.15%	hobbies and leisure
stylemap.co.jp	Hobbies and Leisure > Antiques and Collectibles	17	00:00:19	1.16	80.68%	hobbies and leisure
momentomt.com.br	Hobbies and Leisure > Antiques and Collectibles	8	00:00:51	3.09	54.17%	hobbies and leisure
derstandard.at	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:03:38	3.43	32.77%	hobbies and leisure
alltrails.com	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:03:11	7.54	40.92%	hobbies and leisure
recreation.gov	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:05:04	4.42	44.18%	hobbies and leisure
cabelas.com	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:03:37	4.39	50.88%	hobbies and leisure
outdooractive.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:03:38	7.7	47.30%	hobbies and leisure
outsideonline.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:01:19	1.76	55.36%	hobbies and leisure
reserveamerica.com	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:06:33	8.74	34.29%	hobbies and leisure
yamap.com	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:05:51	5.67	46.34%	hobbies and leisure
geocaching.com	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:10:55	15.92	28.84%	hobbies and leisure
hipcamp.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:04:14	6.2	39.02%	hobbies and leisure
outdoorlife.com	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:00:57	1.42	76.45%	hobbies and leisure
dabet.com	Hobbies and Leisure > Camping Scouting and Outdoors	10	00:02:07	1.67	72.01%	hobbies and leisure
campspot.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:03:02	4.2	35.99%	hobbies and leisure
arcteryx.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:02:59	4.87	33.59%	hobbies and leisure
padi.com	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:04:28	4.6	40.16%	hobbies and leisure
umitenki.jp	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:02:11	2.49	44.64%	hobbies and leisure
scouting.org	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:06:10	6.59	39.24%	hobbies and leisure
backpacker.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:01:06	1.61	40.70%	hobbies and leisure
rusfishing.ru	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:06:01	7.36	33.20%	hobbies and leisure
koa.com	Hobbies and Leisure > Camping Scouting and Outdoors	6	00:03:40	3.96	43.84%	hobbies and leisure
gearjunkie.com	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:01:02	1.6	62.63%	hobbies and leisure
bepal.net	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:01:19	1.68	66.08%	hobbies and leisure
onxmaps.com	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:06:04	32.57	31.35%	hobbies and leisure
campsites.co.uk	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:04:35	3.66	44.74%	hobbies and leisure
sepaq.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:04:22	7.82	39.11%	hobbies and leisure
promobil.de	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:02:10	1.71	67.09%	hobbies and leisure
goodsam.com	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:02:13	2.56	56.55%	hobbies and leisure
campings.com	Hobbies and Leisure > Camping Scouting and Outdoors	7	00:04:22	4.34	43.46%	hobbies and leisure
wta.org	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:03:39	3.05	44.67%	hobbies and leisure
ontarioparks.ca	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:05:22	7.07	44.66%	hobbies and leisure
guatemala.com	Hobbies and Leisure > Camping Scouting and Outdoors	10	00:02:14	1.83	64.97%	hobbies and leisure
gaiagps.com	Hobbies and Leisure > Camping Scouting and Outdoors	5	00:05:30	27.42	36.35%	hobbies and leisure
ukcampsite.co.uk	Hobbies and Leisure > Camping Scouting and Outdoors	2	00:04:10	3	55.13%	hobbies and leisure
pincamp.de	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:04:51	4.49	52.07%	hobbies and leisure
caravanclub.co.uk	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:06:40	6.87	42.87%	hobbies and leisure
certitudes.org	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:04:53	5.26	48.26%	hobbies and leisure
pirsch.de	Hobbies and Leisure > Camping Scouting and Outdoors	19	00:02:06	1.73	62.53%	hobbies and leisure
thetrek.co	Hobbies and Leisure > Camping Scouting and Outdoors	=	00:02:17	2.14	55.05%	hobbies and leisure
campingfrance.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:02:43	2.65	43.52%	hobbies and leisure
gulliver.it	Hobbies and Leisure > Camping Scouting and Outdoors	11	00:04:14	3.33	57.19%	hobbies and leisure
blm.gov	Hobbies and Leisure > Camping Scouting and Outdoors	5	00:02:34	3.4	48.36%	hobbies and leisure
johnsonoutdoors.com	Hobbies and Leisure > Camping Scouting and Outdoors	11	00:02:28	2.88	47.21%	hobbies and leisure
girlscouts.org	Hobbies and Leisure > Camping Scouting and Outdoors	21	00:03:53	4.88	42.46%	hobbies and leisure
switchbacktravel.com	Hobbies and Leisure > Camping Scouting and Outdoors	1	00:01:21	1.73	58.99%	hobbies and leisure
thousandtrails.com	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:05:38	5.1	36.76%	hobbies and leisure
lake-link.com	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:02:06	2.63	34.23%	hobbies and leisure
campingandcaravanningclub.co.uk	Hobbies and Leisure > Camping Scouting and Outdoors	6	00:04:32	5.66	42.78%	hobbies and leisure
rvusa.com	Hobbies and Leisure > Camping Scouting and Outdoors	4	00:02:35	2.26	58.17%	hobbies and leisure
campmanager.com	Hobbies and Leisure > Camping Scouting and Outdoors	3	00:04:41	4.89	39.96%	hobbies and leisure
goingtocamp.com	Hobbies and Leisure > Camping Scouting and Outdoors	7	00:06:30	9.09	39.47%	hobbies and leisure
ravelry.com	Hobbies and Leisure > Crafts	=	00:06:21	9.53	35.28%	hobbies and leisure
hobbylobby.com	Hobbies and Leisure > Crafts	=	00:03:17	5.31	44.45%	hobbies and leisure
